ITERATION,GROUPID,CASE,INDEPVAR1,INDEPVAR2
1,84,1,0,90.370124965
1,84,0,1,109.30666836
1,84,0,1,104.93089466
1,85,1,1,102.64231569
1,85,0,0,102.49656951
1,85,0,0,99.051426437
1,86,1,1,93.447580698
1,86,0,1,107.42814494
1,86,0,0,93.171608201
1,87,1,0,110.06648891
1,87,0,0,95.744037845
1,87,0,0,99.240466155
1,88,1,1,108.09257166
1,88,0,1,85.98254502
1,88,0,0,113.47689053
1,89,1,1,106.53347888
1,89,0,0,97.549376066
1,89,0,1,103.00378398
1,90,1,0,99.511198895
1,90,0,0,109.8946612
1,90,0,1,104.80011852
1,91,1,1,85.072740123
1,91,0,0,96.603651872
1,91,0,1,90.975246088
1,92,1,0,99.88545673
1,92,0,1,98.671791984
1,92,0,1,97.994885948
1,93,1,1,84.130202483
1,93,0,0,88.769272786
1,93,0,0,97.479406257
1,94,1,1,82.970059431
1,94,0,0,94.763169447
1,94,0,1,118.94670183
1,95,1,1,88.441948349
1,95,0,1,69.635965646
1,95,0,0,93.891086403
1,96,1,0,127.15774151
1,96,0,0,123.05152523
1,96,0,0,105.30189295
1,97,1,1,122.15376196
1,97,0,0,112.02575482
1,97,0,0,96.586068916
1,98,1,0,115.35690816
1,98,0,1,99.136305185
1,98,0,0,89.530507036
1,99,1,1,107.44217588
1,99,0,0,94.387344059
1,99,0,0,94.653047312
1,100,1,1,98.434477066
1,100,0,0,96.75247734
1,100,0,1,109.85634059
2,1,1,1,104.54830408
2,1,0,1,115.75552501
2,1,0,0,104.75969056
2,2,1,1,94.181396123
2,2,0,1,91.070452962
2,2,0,0,111.84307213
2,3,1,1,110.8083689
2,3,0,1,116.20526026
2,3,0,1,92.967041743
2,4,1,1,100.16342866
2,4,0,0,110.20650464
2,4,0,0,101.33900329
2,5,1,0,101.23392066
2,5,0,0,105.11915444
2,5,0,1,94.345929611
2,6,1,1,66.55487963
2,6,0,0,96.460322264
2,6,0,0,115.33246058
2,7,1,1,103.30104138
2,7,0,1,109.29831817
2,7,0,0,115.82218073
2,8,1,1,105.04047696
2,8,0,0,92.460643573
2,8,0,0,97.957863544
2,9,1,0,106.05183236
2,9,0,1,98.495860086
2,9,0,0,88.830053012
2,10,1,1,90.548108125
2,10,0,1,92.321499644
2,10,0,0,75.020401369
2,11,1,0,95.828460552
2,11,0,0,85.928917821
2,11,0,0,95.30823546
2,12,1,1,95.25489977
2,12,0,0,130.31463862
2,12,0,1,106.47203597
2,13,1,1,84.085614113
2,13,0,0,107.43586773
2,13,0,0,90.472840183
2,14,1,1,111.56328699
2,14,0,1,91.911363877
2,14,0,0,93.481504864
2,15,1,1,98.190746363
2,15,0,1,106.34545058
2,15,0,1,105.91404668
2,16,1,0,97.122155342
2,16,0,1,116.58662393
2,16,0,0,109.07156119
2,17,1,0,91.047182352
2,17,0,0,77.909086505
2,17,0,1,72.624923003
2,18,1,0,122.71274454
2,18,0,0,83.570152645
2,18,0,1,92.819098371
2,19,1,1,99.282242637
2,19,0,0,106.61224953
2,19,0,0,111.53592954
2,20,1,0,109.70242595
2,20,0,1,100.45991859
2,20,0,1,87.353150181
2,21,1,1,96.463719265
2,21,0,0,108.45115229
2,21,0,0,90.267437806
2,22,1,0,102.65479286
2,22,0,0,99.747508541
2,22,0,0,103.66556712
2,23,1,1,77.710314696
2,23,0,1,88.133886599
2,23,0,1,101.40570264
2,24,1,1,98.789382501
2,24,0,0,93.777733499
2,24,0,0,87.754250895
2,25,1,0,105.64039003
2,25,0,1,97.387024865
2,25,0,1,104.08276878
2,26,1,1,89.25434481
2,26,0,1,105.30513238
2,26,0,1,115.16850595
2,27,1,0,89.148242139
2,27,0,0,94.394815799
2,27,0,1,95.627470978
2,28,1,0,99.371958029
2,28,0,1,95.465687254
2,28,0,1,103.05755602
2,29,1,0,98.350962818
2,29,0,1,95.128760747
2,29,0,0,97.216675698
2,30,1,1,98.975750233
2,30,0,1,109.0392978
2,30,0,0,101.84287635
2,31,1,0,103.38484104
2,31,0,1,90.364782175
2,31,0,1,90.066585234
2,32,1,0,97.895051145
2,32,0,0,110.51735621
2,32,0,0,114.35928077
2,33,1,1,89.420905928
2,33,0,0,89.424073614
2,33,0,0,79.088643466
2,34,1,1,102.68852192
2,34,0,0,97.491196929
2,34,0,1,106.30541581
2,35,1,1,108.55685853
2,35,0,1,111.83172224
2,35,0,1,112.55523058
2,36,1,0,104.41391928
2,36,0,1,108.80384529
2,36,0,1,87.061709571
2,37,1,1,94.326232037
2,37,0,0,91.54387827
2,37,0,0,97.164787741
2,38,1,1,93.018660112
2,38,0,0,97.671312812
2,38,0,1,111.86606715
2,39,1,0,96.812628397
2,39,0,0,103.12973644
2,39,0,0,87.509686862
2,40,1,0,91.127757637
2,40,0,0,88.973209497
2,40,0,1,79.313778211
2,41,1,1,101.95913747
2,41,0,1,89.937233436
2,41,0,1,87.176269186
2,42,1,0,89.018847247
2,42,0,0,89.968216167
2,42,0,0,98.062444231
2,43,1,1,83.659496506
2,43,0,0,98.21112234
2,43,0,0,120.79425347
2,44,1,1,83.434839522
2,44,0,0,104.46411572
2,44,0,0,95.357185146
2,45,1,1,91.521177681
2,45,0,0,115.00612015
2,45,0,0,106.02235033
2,46,1,0,86.140049693
2,46,0,0,109.84515284
2,46,0,0,103.9525649
2,47,1,1,94.760783755
2,47,0,0,113.41324322
2,47,0,0,94.956224195
2,48,1,1,111.20216166
2,48,0,0,114.73079227
2,48,0,1,98.748245222
2,49,1,1,93.409013136
2,49,0,0,84.869954631
2,49,0,0,82.35557739
2,50,1,0,87.729562641
2,50,0,0,80.046047373
2,50,0,0,106.67407275
2,51,1,0,98.273204496
2,51,0,1,95.962453164
2,51,0,1,97.862178021
2,52,1,1,89.106271276
2,52,0,1,87.166380548
2,52,0,1,96.619312259
2,53,1,0,102.45322966
2,53,0,1,107.02454113
2,53,0,1,99.109930586
2,54,1,1,92.98772447
2,54,0,0,98.313658462
2,54,0,0,97.903288151
2,55,1,0,103.76545913
2,55,0,1,98.383140637
2,55,0,1,107.84381996
2,56,1,1,107.75855866
2,56,0,0,100.49521185
2,56,0,0,120.41371487
2,57,1,0,100.47668955
2,57,0,0,103.00042914
2,57,0,0,88.395824308
2,58,1,1,98.898248108
2,58,0,0,90.419285812
2,58,0,0,100.05532605
2,59,1,1,90.103204957
2,59,0,0,89.960997384
2,59,0,0,102.42927974
2,60,1,0,104.34281323
2,60,0,0,107.79862195
2,60,0,1,88.152712038
2,61,1,1,109.4547867
2,61,0,0,101.33040665
2,61,0,1,106.89964359
2,62,1,1,96.776016902
2,62,0,1,87.392398526
2,62,0,0,105.05265168
2,63,1,1,87.457002765
2,63,0,0,94.279770825
2,63,0,0,104.49196514
2,64,1,1,87.194863565
2,64,0,1,108.51367251
2,64,0,1,96.863110088
2,65,1,1,103.58183987
2,65,0,0,104.16068385
2,65,0,0,99.276594206
2,66,1,1,96.385869395
2,66,0,0,89.856439815
2,66,0,1,89.212574866
2,67,1,0,105.7696356
2,67,0,1,96.342641519
2,67,0,0,96.767461776
2,68,1,0,112.41605353
2,68,0,1,111.91806863
2,68,0,1,85.704544108
2,69,1,1,109.28736827
2,69,0,0,112.47175569
2,69,0,0,101.63566366
2,70,1,1,113.76233736
2,70,0,0,96.994293623
2,70,0,0,103.74069107
2,71,1,1,107.57103569
2,71,0,0,88.566364192
2,71,0,0,106.94995423
2,72,1,0,91.947504795
2,72,0,1,118.27199171
2,72,0,0,107.68301994
2,73,1,1,94.033634567
2,73,0,1,109.54930147
2,73,0,0,103.41545832
2,74,1,1,104.5523732
2,74,0,0,73.490078397
2,74,0,0,109.69431373
2,75,1,0,95.859183453
2,75,0,0,84.484742002
2,75,0,0,105.91063372
2,76,1,0,104.73220117
2,76,0,0,96.729990811
2,76,0,0,88.438680331
2,77,1,1,91.701067955
2,77,0,1,106.63771497
2,77,0,1,119.99521655
2,78,1,1,105.25867415
2,78,0,1,101.48087083
2,78,0,0,102.09587887
2,79,1,0,94.891342871
2,79,0,0,88.289215372
2,79,0,0,103.92112167
2,80,1,1,97.737283895
2,80,0,0,88.809389697
2,80,0,0,99.02090512
2,81,1,1,82.209763808
2,81,0,0,82.466027237
2,81,0,0,101.48516259
2,82,1,1,90.02019786
2,82,0,0,114.94346603
2,82,0,0,103.47530309
2,83,1,1,99.731326258
2,83,0,0,87.764029477
2,83,0,1,105.19485757
2,84,1,1,98.95391577
2,84,0,0,103.21611875
2,84,0,0,105.08783731
2,85,1,0,102.19460171
2,85,0,0,111.0010134
2,85,0,0,89.84687155
2,86,1,0,92.426891227
2,86,0,0,98.256940888
2,86,0,1,92.985094902
2,87,1,0,102.92314872
2,87,0,1,93.022138804
2,87,0,1,98.342393294
2,88,1,1,102.14663271
2,88,0,1,106.6197857
2,88,0,1,89.270303425
2,89,1,1,104.50427922
2,89,0,1,95.448992421
2,89,0,1,102.66407089
2,90,1,1,102.03950367
2,90,0,1,104.33895337
2,90,0,1,114.64012931
2,91,1,0,99.20812787
2,91,0,0,97.92393244
2,91,0,0,94.180402299
2,92,1,0,76.318590401
2,92,0,0,88.017508241
2,92,0,0,108.41504639
2,93,1,1,97.474250307
2,93,0,0,81.47166956
2,93,0,1,103.83854681
2,94,1,1,104.80754364
2,94,0,0,93.810118275
2,94,0,0,111.82179508
2,95,1,1,101.20512766
2,95,0,1,102.08213543
2,95,0,0,101.19224562
2,96,1,0,95.011740774
2,96,0,0,93.471574118
2,96,0,0,102.66705648
2,97,1,1,101.0200559
2,97,0,0,94.034958214
2,97,0,0,102.56310634
2,98,1,1,100.03836328
2,98,0,0,94.610760134
2,98,0,0,93.582103943
2,99,1,1,96.545518131
2,99,0,1,113.47899733
2,99,0,0,97.802201555
2,100,1,1,83.679820068
2,100,0,0,84.6046266
2,100,0,0,91.957004412
3,1,1,1,95.04705531
3,1,0,0,94.925827464
3,1,0,1,114.16445666
3,2,1,1,90.767218944
3,2,0,0,107.93188065
3,2,0,1,91.614806462
3,3,1,0,97.418559424
3,3,0,0,83.770666412
3,3,0,1,102.60744922
3,4,1,0,91.221988084
3,4,0,0,104.64410918
3,4,0,1,83.874173175
3,5,1,0,100.27234971
3,5,0,0,112.06122135
3,5,0,0,99.678963138
3,6,1,1,95.526520433
3,6,0,0,107.29791605
3,6,0,1,103.78752011
3,7,1,0,122.07427002
3,7,0,1,128.41126318
3,7,0,1,94.71696933
3,8,1,1,77.878590879
3,8,0,1,97.551034941
3,8,0,0,100.21847774
3,9,1,0,96.881354551
3,9,0,0,121.62039424
3,9,0,0,104.12628156
3,10,1,1,114.1149367
3,10,0,0,112.62208683
3,10,0,0,107.92287937
3,11,1,1,95.638640187
3,11,0,1,101.85504161
3,11,0,0,98.882353432
3,12,1,0,86.401912165
3,12,0,0,107.78128797
3,12,0,0,98.25146278
3,13,1,0,104.61458663
3,13,0,1,88.908949632
3,13,0,0,115.00077357
3,14,1,1,116.05811033
3,14,0,0,92.138496852
3,14,0,0,95.298502489
3,15,1,0,103.39525853
3,15,0,0,109.15202861
3,15,0,1,120.41810033
3,16,1,1,92.016519339
3,16,0,0,100.66324006
3,16,0,0,104.69253289
3,17,1,0,97.483470125
3,17,0,0,117.15041551
3,17,0,0,109.54306999
3,18,1,0,93.154295661
3,18,0,0,95.080176074
3,18,0,0,117.03856857
3,19,1,0,105.57081888
3,19,0,1,95.522707913
3,19,0,1,101.51130659
3,20,1,0,102.22848452
3,20,0,1,113.425041
3,20,0,0,86.051817428
3,21,1,0,87.842158153
3,21,0,1,100.94188694
3,21,0,0,119.64084431
3,22,1,1,99.641754538
3,22,0,1,102.69521794
3,22,0,1,106.78869842
3,23,1,1,92.212816916
3,23,0,0,77.872929922
3,23,0,0,101.98083845
3,24,1,0,101.95938818
3,24,0,0,103.26977009
3,24,0,0,86.236061266
3,25,1,0,97.745484923
3,25,0,1,109.19605571
3,25,0,0,113.86243897
3,26,1,0,97.851269858
3,26,0,1,95.758836996
3,26,0,1,102.7943799
3,27,1,0,81.317835502
3,27,0,0,102.09172962
3,27,0,0,91.169804793
3,28,1,1,104.29543732
3,28,0,1,101.11558742
3,28,0,1,91.998158675
3,29,1,1,119.133612
3,29,0,0,98.794695536
3,29,0,0,119.69218208
3,30,1,1,98.588140749
3,30,0,0,91.829136774
3,30,0,0,90.124782948
3,31,1,1,94.350249861
3,31,0,0,76.571542726
3,31,0,0,104.2124879
3,32,1,0,106.31368156
3,32,0,0,93.303156488
