ITERATION,ID,DEPVAR,INDEPVAR1,INDEPVAR2
1,24,0,1,95.624316571
1,25,0,1,94.141252699
1,26,0,1,98.989860155
1,27,0,0,102.31498563
1,28,0,0,109.41448747
1,29,1,0,114.05991822
1,30,0,0,77.329260463
1,31,1,1,98.634044556
1,32,1,0,107.56335035
1,33,0,0,110.56863632
1,34,1,1,91.375335079
1,35,0,1,97.889656508
1,36,1,1,111.28490546
1,37,1,1,98.911027117
1,38,1,1,85.398726266
1,39,1,1,96.172260112
1,40,0,0,84.379216582
1,41,0,1,111.19275168
1,42,1,0,99.658538302
1,43,0,0,104.66425035
1,44,1,0,110.45588397
1,45,0,1,104.68388398
1,46,0,0,102.73505511
1,47,0,1,94.95449567
1,48,0,1,95.856637841
1,49,0,1,95.933803021
1,50,1,1,92.076054808
1,51,1,1,91.50430778
1,52,0,0,110.23459624
1,53,0,1,118.47173105
1,54,0,1,95.9318684
1,55,1,0,101.89118733
1,56,1,1,99.48307928
1,57,0,1,99.658962369
1,58,0,1,84.541445685
1,59,0,0,98.873474048
1,60,1,1,97.730286823
1,61,0,1,103.49719625
1,62,1,1,87.954278014
1,63,0,0,109.10785528
1,64,0,1,93.252554785
1,65,0,0,114.57262084
1,66,1,0,124.01012879
1,67,1,0,106.78716473
1,68,1,1,113.97400202
1,69,1,1,97.230894336
1,70,0,1,82.347879718
1,71,1,0,94.173348621
1,72,0,0,104.08364198
1,73,0,1,116.70011914
1,74,1,0,125.94991835
1,75,1,1,91.651772842
1,76,1,1,108.60845896
1,77,0,0,102.81841282
1,78,1,1,91.940909111
1,79,0,0,96.400801232
1,80,0,0,91.501114404
1,81,0,1,102.03808942
1,82,1,1,89.549805703
1,83,0,0,111.23898873
1,84,1,1,89.06462086
1,85,1,1,97.788115707
1,86,1,1,106.68126244
1,87,0,0,77.662590421
1,88,0,0,87.893493798
1,89,1,1,90.926777353
1,90,0,0,91.783349319
1,91,1,0,101.70082788
1,92,1,0,97.330183278
1,93,1,1,123.24163693
1,94,1,1,79.998697385
1,95,0,1,94.948387039
1,96,0,1,110.75025189
1,97,0,0,92.321300886
1,98,0,1,96.577506264
1,99,0,1,90.014345748
1,100,1,1,93.350515308
2,1,1,1,90.262455517
2,2,0,1,108.2771465
2,3,1,1,80.889402
2,4,1,1,104.70833047
2,5,0,0,110.58856739
2,6,0,1,109.84176151
2,7,0,1,89.685319407
2,8,1,0,77.222292272
2,9,1,1,111.03631662
2,10,1,0,83.954661881
2,11,1,0,113.29879103
2,12,1,0,93.027625213
2,13,1,0,105.28460789
2,14,0,0,111.14356433
2,15,0,0,101.28809576
2,16,0,0,79.215791556
2,17,1,1,99.376206196
2,18,0,0,116.4868534
2,19,1,0,96.416730845
2,20,1,1,112.41075217
2,21,0,1,89.368340819
2,22,0,1,110.1502965
2,23,0,0,106.37595923
2,24,1,1,111.67132054
2,25,0,1,111.43071946
2,26,1,1,100.58761846
2,27,1,0,91.583964168
2,28,1,1,112.57770172
2,29,0,1,115.21741334
2,30,1,1,93.633778238
2,31,0,0,91.567856674
2,32,0,0,102.87925309
2,33,0,0,105.63776944
2,34,0,0,106.66869345
2,35,1,0,103.11654549
2,36,0,1,102.27320654
2,37,1,0,99.68630493
2,38,0,0,132.81400462
2,39,0,1,103.63583736
2,40,0,1,105.68085882
2,41,1,0,99.861290957
2,42,0,0,114.80200563
2,43,1,1,92.010696952
2,44,1,0,98.381238676
2,45,0,0,90.727759891
2,46,1,1,103.61670882
2,47,1,0,98.554597239
2,48,0,0,93.656142517
2,49,0,0,106.90623859
2,50,1,0,99.666947516
2,51,1,1,108.35644509
2,52,0,0,102.04021417
2,53,0,0,89.952983408
2,54,0,0,95.262989479
2,55,0,0,97.115732606
2,56,0,1,114.89225906
2,57,1,0,96.316576036
2,58,1,1,94.095475895
2,59,1,1,101.4579005
2,60,0,0,90.961200408
2,61,0,1,95.754513682
2,62,1,1,95.784863495
2,63,0,1,90.6809786
2,64,0,0,95.258226347
2,65,0,1,99.511793885
2,66,1,0,96.728403979
2,67,0,0,114.34638985
2,68,1,0,112.17575091
2,69,0,1,104.77569363
2,70,1,1,117.97442333
2,71,0,1,97.499987886
2,72,1,1,87.499781122
2,73,1,1,100.11069376
2,74,1,1,120.68202681
2,75,1,1,94.999046071
2,76,1,0,103.86569171
2,77,0,1,108.27541089
2,78,1,0,97.767778916
2,79,0,1,105.47944449
2,80,0,1,102.4245044
2,81,0,1,91.124697042
2,82,0,0,99.53849596
2,83,1,1,96.478435566
2,84,1,0,85.708486776
2,85,0,0,97.023738028
2,86,0,0,102.69762904
2,87,0,1,87.821740261
2,88,0,0,102.35400651
2,89,0,1,94.517566927
2,90,1,1,81.895455704
2,91,0,1,88.095632037
2,92,1,0,75.341357988
2,93,0,0,87.136746952
2,94,0,0,103.26240848
2,95,1,0,123.39505001
2,96,0,1,99.124222645
2,97,0,0,89.241455252
2,98,0,0,111.88802893
2,99,1,1,109.83690675
2,100,1,0,113.09541424
3,1,1,0,92.541177376
3,2,0,0,106.33704549
3,3,1,0,82.90412252
3,4,0,0,93.955245997
3,5,1,1,78.993989309
3,6,1,0,87.449785729
3,7,0,1,91.757359456
3,8,0,0,113.87477669
3,9,1,1,93.189625117
3,10,1,0,103.76019881
3,11,0,0,115.46622195
3,12,0,0,93.978259201
3,13,0,1,93.941061228
3,14,1,1,85.723239534
3,15,0,1,81.253186549
3,16,1,0,104.74611203
3,17,1,1,100.75643749
3,18,1,1,116.7369254
3,19,0,0,76.428045331
3,20,1,0,121.1176664
3,21,1,0,98.669388687
3,22,0,1,118.06649918
3,23,0,0,106.90654319
3,24,0,1,90.108951811
3,25,0,0,100.03435299
3,26,0,0,79.414589865
3,27,1,1,101.11684629
3,28,0,1,103.30392629
3,29,0,1,122.95514346
3,30,0,1,115.21479358
3,31,0,1,91.666140644
3,32,1,0,110.54448768
3,33,1,1,106.59723408
3,34,1,0,113.93220131
3,35,1,0,94.593103487
3,36,1,0,84.014401398
3,37,0,0,86.624087919
3,38,0,0,96.287666243
3,39,0,1,103.42398256
3,40,0,0,110.14825301
3,41,0,0,115.90879816
3,42,1,0,97.451620273
3,43,0,1,109.86380235
3,44,1,0,104.2848965
3,45,0,0,103.30736988
3,46,0,0,90.810319307
3,47,0,1,99.232640434
3,48,1,0,88.118276487
3,49,1,0,98.375108994
3,50,0,1,96.960144284
3,51,0,1,80.828677626
3,52,0,1,91.418183018
3,53,0,1,92.103937888
3,54,0,0,98.23205963
3,55,0,1,110.80302539
3,56,1,0,106.35217357
3,57,1,0,87.595774031
3,58,1,1,102.7309927
3,59,0,0,99.206968402
3,60,0,0,108.45836856
3,61,0,1,96.617442589
3,62,1,0,99.610302961
3,63,1,0,87.668075309
3,64,1,1,107.21618128
3,65,1,0,98.254755056
3,66,1,0,104.07507393
3,67,1,1,117.85657586
3,68,0,0,116.29420737
3,69,1,1,86.483212591
3,70,0,1,103.10461425
3,71,0,0,96.429723621
3,72,0,1,97.077681309
3,73,0,0,92.389957544
3,74,1,1,109.18406436
3,75,1,1,93.194835472
3,76,1,0,117.64586235
3,77,0,0,92.008081156
3,78,1,1,76.390355422
3,79,1,0,96.080992638
3,80,0,1,105.87841544
3,81,0,0,105.12250178
3,82,1,0,94.111826582
3,83,1,0,87.881921358
3,84,0,0,100.48534245
3,85,1,1,84.927838452
3,86,0,1,105.93300916
3,87,0,0,97.204826114
3,88,1,0,109.69242996
3,89,0,1,113.73755422
3,90,0,1,84.165915332
3,91,1,1,102.23743151
3,92,0,0,97.302112863
3,93,1,1,104.16105026
3,94,1,1,87.056668172
3,95,1,1,103.45655742
3,96,0,1,97.307562139
3,97,0,0,100.53067885
3,98,0,1,99.569537542
3,99,0,0,100.05581759
3,100,1,1,97.516951161
4,1,1,1,99.667619126
4,2,1,1,100.58797381
4,3,1,0,122.4185334
4,4,0,0,105.35669936
4,5,0,1,98.871080652
4,6,1,1,100.72533771
4,7,0,0,102.88744876
4,8,1,1,91.197243742
4,9,1,0,90.203864745
4,10,0,0,99.048770905
4,11,0,1,105.69720804
4,12,1,0,97.815858381
4,13,1,0,86.409085998
4,14,0,1,90.694158714
4,15,1,0,102.89166941
4,16,0,0,93.846153378
4,17,0,0,89.3918167
4,18,1,0,85.827902335
4,19,0,1,102.54238146
4,20,0,0,101.32981388
4,21,0,1,87.015293828
4,22,1,0,119.13798705
4,23,1,0,94.445607598
4,24,1,0,97.225090942
4,25,0,0,105.69159905
4,26,0,0,95.4807219
4,27,0,0,96.201842448
4,28,0,0,84.053396753
4,29,1,1,118.13881567
4,30,0,0,104.53846001
4,31,0,0,84.946114909
4,32,1,1,111.15728232
4,33,1,0,98.457179206
4,34,0,0,115.33483714
4,35,1,1,102.19041366
4,36,1,1,98.67265166
4,37,0,0,101.94456299
4,38,1,0,101.10600357
4,39,1,1,103.54635619
4,40,0,0,101.0673155
4,41,0,1,95.45188115
4,42,0,0,104.36632086
4,43,0,0,106.79247562
4,44,0,0,105.42538247
4,45,0,0,121.55127831
4,46,1,1,103.11443327
4,47,1,0,106.21045978
4,48,0,0,95.428088118
4,49,0,0,117.83061507
4,50,1,1,117.43581632
4,51,0,1,91.067199372
4,52,1,0,103.37327649
4,53,1,1,96.639663045
4,54,0,1,77.098335012
4,55,1,0,107.01267496
4,56,0,0,103.38455417
4,57,1,1,103.32921801
4,58,1,1,102.69122985
4,59,0,1,104.50549061
4,60,1,1,98.547461151
4,61,1,1,108.31416419
4,62,0,1,104.59611517
4,63,1,0,101.09134823
4,64,1,0,114.4700329
4,65,0,1,98.571280792
4,66,1,0,97.962582636
4,67,1,1,92.401571027
4,68,1,0,89.43799345
4,69,0,1,104.41187672
4,70,1,1,92.219435638
4,71,1,0,108.57473047
4,72,0,1,85.706445639
4,73,0,0,107.01614835
4,74,1,0,108.90543017
4,75,1,0,112.91508962
4,76,0,1,99.275400508
4,77,1,0,103.607757
4,78,1,0,105.36282833
4,79,1,1,87.445347353
4,80,0,1,102.2079083
4,81,1,0,80.653079765
4,82,1,0,103.23697454
4,83,1,0,84.62791594
4,84,1,0,91.202895113
4,85,0,1,119.13971044
4,86,0,1,95.798194931
4,87,0,1,92.661607887
4,88,1,0,94.60353869
4,89,1,0,102.96754403
4,90,1,0,119.25564621
4,91,1,1,103.92703279
4,92,0,0,100.32755405
4,93,0,0,109.23718355
4,94,1,0,107.53420698
4,95,0,1,103.81893861
4,96,1,1,90.914271524
4,97,1,0,91.224486702
4,98,0,1,110.97895381
4,99,1,0,95.949492266
4,100,1,1,115.81574921
5,1,1,1,95.131266237
5,2,0,0,89.3047068
5,3,0,0,94.166955715
5,4,0,1,109.4361805
5,5,1,0,95.963612782
5,6,1,1,99.78632923
5,7,1,1,92.876158394
5,8,1,1,98.80641941
5,9,1,1,101.37284677
5,10,1,0,97.090864945
5,11,0,0,92.859154923
5,12,0,1,118.36697049
5,13,1,1,85.96438002
5,14,1,1,95.370181705
5,15,0,1,104.81604743
5,16,1,1,115.32412922
5,17,0,0,107.75628256
5,18,1,1,105.7125418
5,19,0,1,95.739768444
5,20,0,0,101.74620066
5,21,1,1,94.399592776
5,22,1,0,83.103254836
5,23,1,1,92.923970966
5,24,0,1,111.85764131
5,25,0,0,112.08462195
5,26,0,1,128.88483686
5,27,1,0,91.038470743
5,28,1,0,108.74139081
5,29,0,1,111.97890116
5,30,0,1,109.86682054
5,31,1,1,95.360243823
5,32,0,1,96.402622862
5,33,1,1,99.245380636
5,34,0,0,112.78420534
5,35,1,0,99.66127488
5,36,1,0,102.15189419
5,37,0,0,89.735413482
5,38,0,0,104.93854859
5,39,0,1,103.2583605
5,40,1,1,103.80279658
5,41,1,0,90.884388983
5,42,0,1,108.29699051
5,43,0,0,94.558782556
5,44,1,1,84.203314789
5,45,1,1,94.979718622
5,46,1,1,96.037158089
5,47,1,0,110.51711606
5,48,1,0,86.847311698
5,49,1,1,103.40871849
5,50,0,1,103.2490088
5,51,1,0,94.344235938
5,52,0,0,88.243808511
5,53,1,1,98.079270145
5,54,1,0,107.79126864
5,55,1,0,120.65686695
5,56,1,1,90.233488439
5,57,1,1,87.281574202
5,58,0,0,114.66570181
5,59,0,1,105.84555092
5,60,1,1,109.74629538
5,61,0,0,96.723606975
5,62,1,1,94.558789368
5,63,0,0,99.653300459
5,64,0,0,89.291693758
5,65,0,0,96.338105127
5,66,0,1,89.013520728
5,67,1,0,105.59892187
5,68,0,0,99.742278812
5,69,0,1,100.75268811
5,70,1,0,112.5066749
5,71,0,1,92.650325936
5,72,0,1,92.320865776
5,73,0,0,98.47576321
5,74,1,1,83.926232236
5,75,1,1,81.370994978
5,76,1,0,111.50129639
5,77,1,0,102.16014555
5,78,0,0,97.415114962
5,79,1,0,120.32189763
5,80,1,0,98.686937734
5,81,1,0,99.761164063
5,82,1,0,121.34283495
5,83,0,1,83.447156833
5,84,1,0,100.7067285
5,85,1,0,79.481407377
5,86,0,0,100.37652792
5,87,0,1,95.963484294
5,88,1,0,93.545599337
5,89,1,1,102.78855952
5,90,0,1,112.14680421
5,91,1,1,106.97134977
5,92,0,1,97.486327618
5,93,0,0,93.51551819
5,94,0,1,92.529383836
5,95,1,1,103.71979518
5,96,1,0,87.490191648
5,97,0,0,97.96580878
5,98,0,0,99.520742734
5,99,1,0,92.462870228
5,100,1,1,93.58823495
6,1,0,1,103.77568804
6,2,0,0,92.138148594
6,3,0,0,88.146066563
6,4,0,0,101.94909592
6,5,0,0,114.10032081
6,6,0,1,98.778830531
6,7,0,0,80.072718473
6,8,1,0,98.611127904
6,9,1,1,120.43480189
6,10,0,0,103.87494662
6,11,1,1,113.92479028
6,12,0,0,111.53741254
6,13,1,0,109.66313495
6,14,1,1,94.633700983
6,15,0,0,89.650187924
6,16,0,0,96.578829774
6,17,0,0,102.73467914
6,18,0,1,85.162158731
6,19,1,0,100.29443117
6,20,0,0,100.61433553
6,21,0,0,93.178240897
6,22,1,0,90.433155425
6,23,0,0,117.11727074
6,24,1,0,94.431777065
6,25,1,1,97.972935564
6,26,0,0,111.65347051
6,27,0,0,93.634795534
6,28,1,0,117.23086639
6,29,0,1,89.399787782
6,30,0,1,94.688711499
6,31,0,0,93.935800341
6,32,0,0,96.580393919
6,33,0,0,84.016898907
6,34,1,0,87.56978258
6,35,1,1,78.273600989
6,36,0,1,94.946485198
6,37,1,1,102.60874528
6,38,0,1,109.94316658
6,39,0,1,99.989979326
6,40,0,1,90.885580908
6,41,0,1,109.80217857
6,42,1,1,95.692155629
6,43,0,0,74.897754762
6,44,0,0,115.96696388
6,45,1,0,98.180500204
6,46,1,1,97.751032981
6,47,1,1,101.00294384
6,48,1,0,93.734836125
6,49,0,1,103.6216051
6,50,0,0,105.96407486
6,51,1,0,89.879356907
6,52,1,0,114.43355194
6,53,1,0,82.874210695
6,54,1,1,86.904590246
6,55,0,1,90.253735461
6,56,0,0,84.78407356
6,57,1,0,100.97708564
6,58,1,0,104.85656148
6,59,1,0,121.43945293
6,60,0,0,114.10940947
6,61,1,0,110.62228494
6,62,1,1,117.17320477
6,63,1,0,112.16589427
6,64,1,0,98.762795802
6,65,1,0,110.64772065
6,66,0,1,109.50686132
6,67,0,1,97.74755816
6,68,1,0,93.289095377
6,69,1,0,106.86774038
6,70,1,0,115.29028252
6,71,1,0,86.301931995
6,72,1,0,93.825180681
6,73,1,1,92.794339684
6,74,1,1,81.075490522
6,75,1,0,86.281795562
6,76,1,1,87.773439758
6,77,0,1,88.137366205
6,78,1,0,102.52230819
6,79,1,1,117.87039244
6,80,1,0,88.689616501
6,81,0,1,106.28890211
6,82,1,1,106.12099675
6,83,1,0,105.28609897
6,84,0,1,114.16580668
6,85,1,1,99.794736502
6,86,1,0,97.193209216
6,87,0,0,103.21845805
6,88,1,1,108.20457794
6,89,0,0,125.49604203
6,90,1,1,86.927380537
6,91,1,1,96.314011777
6,92,1,0,100.81580285
6,93,0,0,101.00372087
6,94,1,0,104.7948977
6,95,0,1,96.727374904
6,96,1,0,96.712067498
6,97,1,1,85.787366716
6,98,0,0,91.479750035
6,99,0,0,83.122405533
6,100,0,1,108.86416816
7,1,0,1,137.30260436
7,2,1,1,80.631052041
7,3,1,0,120.28531355
7,4,0,1,86.841070759
7,5,1,0,93.952201137
7,6,1,1,92.2514817
7,7,1,0,109.43969465
7,8,1,0,96.702436715
7,9,0,0,96.753182168
7,10,1,1,102.74617191
7,11,0,0,72.529805478
7,12,0,1,104.69350052
7,13,0,0,98.334181913
7,14,1,1,94.1359047
7,15,1,0,93.174357908
7,16,0,1,100.94356044
7,17,1,0,110.78028886
7,18,0,0,97.817630983
7,19,1,0,94.154580024
7,20,1,1,107.39085834
7,21,1,1,102.38241475
7,22,1,1,86.147663885
7,23,1,0,104.19041642
7,24,1,1,88.061604933
7,25,1,0,103.04159142
7,26,1,1,98.649794297
7,27,0,1,80.508222841
7,28,0,0,80.630512638
7,29,0,0,108.31914
7,30,1,1,104.06491967
7,31,1,0,96.290366311
7,32,1,0,88.82876368
7,33,1,1,92.12302735
7,34,1,1,81.264762915
7,35,0,1,89.360742073
7,36,0,0,94.06683809
7,37,1,1,86.913503098
7,38,0,0,93.5741546
7,39,1,0,103.04530783
7,40,0,1,110.26138482
7,41,0,0,105.24373881
7,42,0,1,106.8197228
7,43,1,1,98.056772372
7,44,0,1,95.372879395
7,45,1,1,106.13745697
7,46,0,1,94.411138005
7,47,0,1,108.48212366
7,48,1,1,93.618236447
7,49,0,0,89.370587151
7,50,1,1,110.90476913
7,51,0,0,106.24849206
7,52,0,0,94.324506361
7,53,1,0,90.428952261
7,54,1,1,103.56418606
7,55,1,1,92.806661339
7,56,1,1,93.59824048
7,57,0,0,100.82988232
7,58,0,1,116.67909426
7,59,1,1,90.835941967
7,60,0,1,104.70085559
7,61,0,0,88.808948873
7,62,0,0,99.006392556
7,63,0,1,86.666760313
7,64,0,1,92.703578621
7,65,1,0,105.23076131
7,66,1,1,93.919092984
7,67,0,1,85.288313513
7,68,0,0,102.95044931
7,69,1,0,98.219300942
7,70,0,1,95.718049483
7,71,0,1,101.53514605
7,72,1,0,90.80581363
7,73,0,1,96.632746262
7,74,0,0,104.08968492
7,75,1,0,99.91460027
7,76,1,1,115.00828742
7,77,0,1,98.763495006
7,78,0,1,112.19574578
7,79,1,0,100.96362462
7,80,0,1,92.093964553
7,81,0,0,106.02115856
7,82,1,0,89.668955432
7,83,1,1,103.72976786
7,84,0,1,98.423729714
7,85,0,0,101.33087827
7,86,0,0,121.59757483
7,87,1,0,101.39328602
7,88,0,0,115.75213816
7,89,1,1,99.106999919
7,90,1,0,115.28035024
7,91,0,0,95.114452536
7,92,1,0,108.38473335
7,93,1,0,119.3254432
7,94,1,1,83.807769292
7,95,0,0,101.73577736
7,96,1,1,104.8374838
7,97,1,0,109.31851706
7,98,1,1,122.88308127
7,99,0,0,101.07234385
7,100,0,0,96.826920031
8,1,0,0,100.42422978
8,2,1,0,80.738147882
8,3,0,1,93.855124885
8,4,0,1,101.67537542
8,5,0,1,106.65200578
8,6,0,0,88.983468582
8,7,0,1,96.324731325
8,8,1,0,73.38062411
8,9,1,0,108.79741489
8,10,0,1,111.14656404
8,11,1,0,107.4559715
8,12,0,0,98.168166103
8,13,1,0,96.234028813
8,14,1,1,114.06879231
8,15,1,0,93.418057726
8,16,0,1,115.09862946
8,17,0,1,103.95543429
8,18,0,0,88.179660254
8,19,1,0,101.10204887
8,20,0,0,94.122568963
8,21,1,0,104.68257196
8,22,0,0,104.25997637
8,23,1,0,100.25285412
8,24,0,1,118.71565317
8,25,1,0,102.62965148
8,26,0,1,90.290725738
8,27,0,1,106.57530871
8,28,0,0,103.32899761
8,29,0,1,93.13793337
8,30,1,1,87.422777622
8,31,1,1,107.06074858
8,32,0,1,95.8259821
8,33,0,1,90.497296081
8,34,1,0,98.605407828
8,35,1,1,84.209740003
8,36,0,1,94.642543147
8,37,0,1,102.67805133
8,38,1,0,101.74793896
8,39,0,0,100.77699747
8,40,0,0,87.811948388
8,41,1,0,108.16831363
8,42,0,1,114.69248556
8,43,0,0,99.090560476
8,44,0,1,96.975442973
8,45,1,0,103.69284903
8,46,0,0,109.86928571
8,47,1,1,85.108946687
8,48,1,1,109.52539878
8,49,1,1,96.060304326
8,50,0,1,104.81631154
8,51,1,1,110.630478
8,52,1,1,86.893894645
8,53,0,0,107.29624323
8,54,0,0,119.24111334
8,55,1,0,86.704214527
8,56,1,0,100.12484745
8,57,0,0,91.512911806
8,58,0,1,91.0016424
8,59,0,1,92.82927018
8,60,0,1,115.35097374
8,61,1,0,89.578299224
8,62,0,1,100.55233626
8,63,1,1,92.028015994
8,64,1,1,112.8726654
8,65,1,1,89.789147418
8,66,0,0,95.914701472
8,67,0,0,100.77177774
8,68,0,1,92.044771576
8,69,1,1,101.01040776
8,70,0,0,93.585803693
8,71,0,0,92.158026884
8,72,1,0,115.63251977
8,73,1,0,95.932990078
8,74,1,0,113.68331469
8,75,1,1,103.53735441
8,76,0,0,107.27549247
8,77,1,1,118.77789397
8,78,0,0,93.906794137
8,79,1,0,124.4301147
8,80,1,0,106.57459805
8,81,0,0,95.771721017
8,82,1,1,93.411079672
8,83,0,1,123.77279606
8,84,1,0,95.657982684
8,85,1,1,85.999564168
8,86,1,0,108.54033258
8,87,1,0,100.287663
8,88,0,1,102.24836744
8,89,0,0,104.18450711
8,90,1,0,95.451934318
8,91,0,1,116.4488023
8,92,1,0,102.82187997
8,93,1,1,96.241809125
8,94,0,0,91.83145069
8,95,1,0,84.636476843
8,96,1,0,91.023616993
8,97,1,0,109.73691327
8,98,0,1,90.532500209
8,99,1,1,109.19713605
8,100,0,1,95.037928863
9,1,0,1,109.21875137
9,2,0,0,93.404857947
9,3,1,1,115.22092955
9,4,1,1,105.31588889
9,5,0,1,109.52998866
9,6,0,1,105.43976594
9,7,0,1,98.420243362
9,8,1,0,106.22264412
9,9,1,1,94.974078943
9,10,1,1,96.682531784
9,11,1,0,96.457831111
9,12,1,1,112.06862119
9,13,1,1,102.57101168
9,14,0,0,98.985377898
9,15,0,1,114.90231005
9,16,0,0,115.33489606
9,17,1,1,105.17238898
9,18,0,1,93.958793528
9,19,1,1,96.443261579
9,20,1,1,89.301649788
9,21,0,0,98.488510109
9,22,0,1,86.162395175
9,23,0,0,87.650130992
9,24,0,1,94.533489846
9,25,1,0,84.807265533
9,26,1,0,104.17731323
9,27,1,1,98.454611094
9,28,0,1,90.4396608
9,29,1,1,97.19067861
9,30,1,1,96.890479544
9,31,1,1,97.087783738
9,32,0,1,79.35278175
9,33,0,0,89.436643655
9,34,0,0,95.590982882
9,35,0,1,116.5619949
9,36,1,1,108.40076562
9,37,0,0,100.7196942
9,38,1,1,85.556969052
9,39,1,1,116.84631992
9,40,1,1,107.14826367
9,41,0,0,95.782546785
9,42,1,1,111.94206167
9,43,1,1,99.236970067
9,44,1,0,90.419146497
9,45,1,0,93.231110333
9,46,1,1,113.41414369
9,47,0,1,110.86578724
9,48,1,1,104.36199037
9,49,0,1,118.89982539
9,50,0,1,72.522402255
9,51,0,1,94.893678031
9,52,0,1,97.571380918
9,53,1,1,80.809213814
9,54,0,1,95.415306232
9,55,0,1,93.635919658
9,56,1,0,100.01266332
9,57,0,1,97.644447258
9,58,0,1,92.33361103
9,59,1,0,112.44217504
9,60,0,0,106.92243141
9,61,0,0,102.18944566
9,62,1,0,77.504161456
9,63,1,1,97.718309396
9,64,0,0,109.98602072
9,65,1,0,85.459635506
9,66,1,1,87.448457851
9,67,0,1,92.017134626
9,68,1,1,101.96567748
9,69,0,1,95.244299526
9,70,1,1,123.06893181
9,71,0,1,110.33027954
9,72,1,0,87.196190682
9,73,0,1,97.008567985
9,74,0,0,95.469469263
9,75,0,1,88.175080016
9,76,0,1,101.92063504
9,77,1,1,96.114375987
9,78,0,0,98.628383554
9,79,0,0,96.060612385
9,80,0,0,88.35484398
9,81,0,0,103.05629177
9,82,1,0,92.831540659
9,83,1,0,107.99613115
9,84,0,1,98.370334261
9,85,1,1,103.47390741
9,86,0,0,88.910724078
9,87,0,1,102.63835303
9,88,0,1,88.603188364
9,89,0,0,100.76376986
9,90,0,0,111.22460807
9,91,1,0,90.378551392
9,92,1,0,90.146804973
9,93,1,0,118.85767802
9,94,0,1,93.889088031
9,95,0,0,97.066609305
