ITERATION,ID,DEPVAR,INDEPVAR1,INDEPVAR2,INDEPVAR3
1,94,110,0,2,78.75
1,95,94,0,1,160.12
1,96,96,0,0,-69.53
1,97,109,1,1,-58.73
1,98,77,1,2,67.94
1,99,104,1,3,53.54
1,100,97,1,1,-49.88
2,1,115,0,3,-62.07
2,2,106,0,2,-131.69
2,3,99,1,1,-128.75
2,4,96,0,1,19.39
2,5,91,0,0,-19.06
2,6,85,1,2,-48.86
2,7,106,1,3,-231.2
2,8,101,1,3,54.03
2,9,108,1,0,-69
2,10,106,0,2,-15.68
2,11,111,0,3,-19.14
2,12,108,1,0,-53.59
2,13,99,1,1,193.4
2,14,116,0,1,-14.82
2,15,94,0,0,-127.15
2,16,106,1,0,32.23
2,17,103,1,1,39.44
2,18,98,0,2,4.33
2,19,116,1,3,104.79
2,20,86,0,2,84.66
2,21,97,1,2,32.57
2,22,92,1,0,36.63
2,23,94,1,3,-80.09
2,24,91,0,3,94.6
2,25,102,0,3,-75.26
2,26,98,1,3,0.97
2,27,114,1,1,31.8
2,28,102,1,3,12.81
2,29,107,0,3,78.79
2,30,72,0,0,24
2,31,95,0,2,21.22
2,32,116,0,2,0.46
2,33,93,0,0,24.19
2,34,101,1,3,27.44
2,35,104,1,3,-66.53
2,36,106,0,3,-19.33
2,37,93,0,0,138.67
2,38,105,1,0,178.67
2,39,113,0,0,-81.42
2,40,98,0,2,86.25
2,41,93,1,2,-48.07
2,42,102,0,0,105.44
2,43,80,1,3,-10.23
2,44,87,0,1,74.58
2,45,99,0,2,213.84
2,46,100,0,0,-51.07
2,47,104,0,3,-27.34
2,48,113,1,1,94.96
2,49,108,1,0,-60.48
2,50,87,0,3,303.83
2,51,101,1,1,49.14
2,52,101,0,3,-30.74
2,53,73,1,2,-166.16
2,54,92,1,3,9.1
2,55,113,1,3,-65.8
2,56,96,0,0,73.32
2,57,94,1,0,111.5
2,58,98,0,1,95.42
2,59,115,1,1,203.75
2,60,89,1,1,-55.4
2,61,95,0,3,60.73
2,62,93,1,0,-195.33
2,63,104,0,3,138.51
2,64,98,1,3,12.43
2,65,108,0,3,42
2,66,106,1,1,58.16
2,67,116,1,0,-35.58
2,68,110,1,3,11.84
2,69,118,0,2,-77.71
2,70,86,1,0,106.32
2,71,92,1,0,-72.47
2,72,100,0,2,91.93
2,73,102,1,3,90.49
2,74,91,0,0,70.55
2,75,84,0,2,-207.54
2,76,92,1,3,109.87
2,77,106,0,2,88.6
2,78,100,1,3,-76.29
2,79,99,0,0,3.04
2,80,109,1,0,34.57
2,81,103,0,0,87.17
2,82,89,1,1,-82.45
2,83,102,1,1,-6.06
2,84,93,0,0,50.24
2,85,111,1,1,-7.64
2,86,83,0,0,-52.7
2,87,100,1,3,75.07
2,88,109,0,2,-84.86
2,89,99,0,0,21.78
2,90,94,0,1,-130.92
2,91,96,0,2,-104.17
2,92,105,0,2,3.65
2,93,106,1,2,61.76
2,94,91,1,2,-221.07
2,95,93,1,1,24.3
2,96,111,0,2,8.85
2,97,94,0,1,-33.06
2,98,114,0,3,-40.26
2,99,104,1,1,53.76
2,100,101,1,1,75.6
3,1,107,0,0,-70.73
3,2,97,1,1,-110.27
3,3,108,0,1,-88.99
3,4,125,1,3,-55.07
3,5,96,1,3,-153.38
3,6,98,1,1,38.67
3,7,101,1,0,16.68
3,8,96,1,3,24.25
3,9,93,1,0,4.09
3,10,107,1,3,33.14
3,11,93,0,1,-67.46
3,12,113,0,0,47.08
3,13,99,0,1,101.57
3,14,102,1,2,146.57
3,15,122,0,0,115.67
3,16,121,0,1,-207.29
3,17,104,1,1,96.16
3,18,108,0,1,-269.03
3,19,100,1,2,-24.42
3,20,86,0,0,-171.58
3,21,98,0,2,52.78
3,22,98,1,1,75.86
3,23,103,1,3,81.95
3,24,97,0,2,-104.28
3,25,97,1,2,183.58
3,26,107,1,1,78.63
3,27,84,1,1,49.66
3,28,102,0,1,-64.99
3,29,85,0,2,-144.31
3,30,85,0,1,55.48
3,31,100,0,2,122.03
3,32,105,0,2,-3.66
3,33,104,0,0,31.29
3,34,114,1,1,6.53
3,35,95,0,0,-64.37
3,36,91,1,3,87
3,37,100,0,1,-94.98
3,38,95,1,3,-111.05
3,39,110,1,2,-88.03
3,40,103,1,3,143.68
3,41,105,0,2,22.77
3,42,91,1,1,-137.24
3,43,103,1,3,179.23
3,44,105,0,2,-83.2
3,45,98,0,2,-45
3,46,107,1,1,99.24
3,47,105,0,1,-76.04
3,48,121,0,1,-65.61
3,49,103,0,1,-53.39
3,50,106,0,0,-104.31
3,51,85,1,0,8.43
3,52,110,0,3,20.81
3,53,106,1,0,5.65
3,54,103,1,0,-1
3,55,109,1,2,9.32
3,56,105,1,2,-1.41
3,57,93,1,1,-102.99
3,58,100,1,1,57.94
3,59,98,1,2,-58.29
3,60,92,1,2,21.51
3,61,105,1,3,130.11
3,62,98,0,0,-36.22
3,63,91,0,0,118.47
3,64,86,1,2,79.45
3,65,102,0,2,-189.13
3,66,95,0,1,-126.49
3,67,90,0,2,1.42
3,68,88,1,2,222.9
3,69,105,0,3,-162.24
3,70,107,1,3,0.8
3,71,113,0,0,85.7
3,72,88,1,1,-10.61
3,73,99,0,2,-67.76
3,74,107,0,0,7.21
3,75,86,0,2,64.3
3,76,80,0,1,-140.61
3,77,93,1,3,29.37
3,78,98,1,2,-153.36
3,79,98,0,3,101.99
3,80,99,0,2,129.46
3,81,77,1,0,-50.97
3,82,114,1,0,149.47
3,83,99,1,0,-14.41
3,84,91,1,3,53.07
3,85,97,1,1,-7.6
3,86,102,1,1,-61.32
3,87,90,0,1,163.96
3,88,85,0,2,-60.56
3,89,109,0,0,159.81
3,90,110,1,2,-53.77
3,91,105,1,3,-106.09
3,92,108,0,2,40.97
3,93,100,1,0,6.97
3,94,99,0,2,32.47
3,95,103,1,2,-45.34
3,96,98,0,3,50
3,97,96,1,1,3.29
3,98,97,0,0,-141.22
3,99,108,1,3,-71.45
3,100,102,1,1,-3.64
4,1,104,1,2,188.47
4,2,84,0,2,-161.9
4,3,92,0,3,36.6
4,4,96,1,2,7.5
4,5,94,1,0,80.51
4,6,89,1,2,21.74
4,7,94,1,3,293.48
4,8,112,1,1,59.97
4,9,108,0,0,-40.06
4,10,100,0,2,51.69
4,11,104,1,1,-21.99
4,12,111,0,0,-18.62
4,13,94,0,3,-103.83
4,14,89,0,1,37.87
4,15,91,1,3,127.79
4,16,100,1,3,-116.43
4,17,92,1,3,91.91
4,18,114,0,2,109.41
4,19,97,0,1,10.39
4,20,94,1,2,116.61
4,21,95,0,2,103.73
4,22,109,0,1,7.19
4,23,127,1,1,16.55
4,24,116,0,1,3.81
4,25,107,0,3,-9.02
4,26,99,1,1,-57.34
4,27,114,0,1,-125.93
4,28,96,0,0,-42.54
4,29,93,1,3,77.44
4,30,100,1,1,4.22
4,31,91,0,1,-135.24
4,32,115,0,0,67.76
4,33,91,0,1,311.02
4,34,102,1,0,69.26
4,35,80,1,1,-99.4
4,36,91,0,3,213.31
4,37,103,0,2,115.68
4,38,89,1,1,139.16
4,39,99,1,3,60.91
4,40,97,1,0,240.02
4,41,110,0,2,21.35
4,42,101,0,0,-67.59
4,43,104,0,0,30.15
4,44,102,0,3,-176.91
4,45,83,0,0,126.64
4,46,116,1,3,54.66
4,47,97,0,2,23.55
4,48,93,1,2,-102.93
4,49,89,1,2,-77.69
4,50,96,0,1,-3.06
4,51,93,1,2,-136.91
4,52,98,0,3,109.19
4,53,101,1,3,-115.23
4,54,102,0,1,-47.64
4,55,76,1,0,-191.37
4,56,87,1,0,-161.58
4,57,97,0,1,-265.87
4,58,91,1,2,-22.03
4,59,120,0,0,60.57
4,60,88,0,1,-49.89
4,61,119,1,0,-152.95
4,62,106,1,3,45.06
4,63,98,0,1,-30.73
4,64,116,1,3,124.06
4,65,120,0,0,-34.17
4,66,117,1,2,280.54
4,67,114,0,2,-98.25
4,68,94,1,2,-82.42
4,69,109,1,3,-33.53
4,70,91,1,0,-7.26
4,71,92,1,1,-182.6
4,72,105,0,1,-225.69
4,73,99,1,1,-159.87
4,74,111,0,1,12.48
4,75,108,1,2,39.56
4,76,118,0,2,41.55
4,77,112,1,3,-18.88
4,78,99,0,3,61.41
4,79,104,1,0,6.16
4,80,97,1,1,-21.19
4,81,106,1,1,-3.88
4,82,93,0,2,46.75
4,83,99,0,2,55.91
4,84,92,0,0,238.96
4,85,86,1,2,-148.32
4,86,88,0,1,-4.18
4,87,88,1,0,-20.4
4,88,88,0,3,-51.74
4,89,107,0,0,77.96
4,90,106,1,2,-32.92
4,91,76,0,0,23.44
4,92,99,0,0,-51.45
4,93,68,1,3,65.55
4,94,104,1,1,72.75
4,95,90,0,0,197.67
4,96,97,1,1,76.33
4,97,100,1,2,63.44
4,98,96,1,3,-59.89
4,99,107,1,0,88.74
4,100,125,1,2,-10.75
5,1,96,0,1,88.41
5,2,111,1,1,-88.64
5,3,95,0,1,166.96
5,4,94,0,1,3.8
5,5,107,1,2,-80.55
5,6,97,1,3,86.74
5,7,93,1,2,160.84
5,8,115,0,2,30.93
5,9,77,1,2,175.96
5,10,103,1,0,26.5
5,11,95,1,0,6.02
5,12,103,1,1,9.61
5,13,116,1,1,-92.11
5,14,72,1,1,-133.64
5,15,91,0,2,41.46
5,16,87,0,0,109.59
5,17,87,1,0,-56.85
5,18,105,0,2,176.38
5,19,101,1,3,28.43
5,20,95,1,1,72.29
5,21,112,1,0,-74.5
5,22,104,1,3,-40.58
5,23,80,1,3,145.98
5,24,96,1,3,-43.72
5,25,98,1,0,20.69
5,26,106,0,0,82.83
5,27,106,1,0,46.1
5,28,90,0,3,181.21
5,29,98,0,0,-94.81
5,30,88,1,3,76.17
5,31,107,0,0,-161.74
5,32,104,0,2,-88.17
5,33,116,0,1,-18.35
5,34,97,1,2,19.6
5,35,97,1,2,99.12
5,36,105,0,0,108.51
5,37,91,0,0,-51.25
5,38,106,1,1,211.22
5,39,82,0,2,55.04
5,40,110,0,3,-99.43
5,41,117,0,2,98
5,42,104,1,0,-50.49
5,43,108,0,0,-67.01
5,44,91,0,2,156.64
5,45,111,0,2,91.39
5,46,89,0,3,40.15
5,47,104,1,2,-62.51
5,48,107,0,1,-38.01
5,49,110,1,3,8.52
5,50,90,0,3,90.15
5,51,100,1,3,-10.95
5,52,98,0,1,-14.93
5,53,103,1,0,-79.36
5,54,74,1,1,-74.5
5,55,91,1,2,-74.4
5,56,92,0,1,8.86
5,57,121,0,1,30.5
5,58,102,1,1,-7.42
5,59,98,1,2,90.76
5,60,95,0,1,-110.87
5,61,98,0,3,-54.52
5,62,106,1,0,-70
5,63,104,1,3,-52.76
5,64,80,0,3,85.91
5,65,91,1,2,0.18
5,66,85,1,3,107.34
5,67,99,1,0,63.01
5,68,106,1,2,139.51
5,69,108,0,2,-136.65
5,70,94,1,3,77.55
5,71,115,1,1,153.05
5,72,109,0,1,-110.34
5,73,91,0,0,108.46
5,74,84,0,0,126.92
5,75,100,0,0,-48.65
5,76,92,0,2,-42.41
5,77,87,1,0,45.47
5,78,117,0,0,-75.49
5,79,98,0,3,95.63
5,80,93,1,3,80.84
5,81,80,0,3,51.8
5,82,89,0,0,27
5,83,103,1,0,-10.46
5,84,111,1,1,-243.45
5,85,93,0,1,-78.66
5,86,112,0,1,-122.1
5,87,84,1,3,49.11
5,88,124,1,1,-69.8
5,89,107,0,2,90.67
5,90,94,0,2,9.93
5,91,85,0,2,77.43
5,92,97,0,0,-7.52
5,93,97,0,3,71.91
5,94,91,0,3,-116.96
5,95,121,1,1,-28.11
5,96,109,0,3,-58.33
5,97,77,1,3,128.42
5,98,108,1,0,17.68
5,99,109,1,0,3.5
5,100,93,1,3,-194.4
6,1,121,0,3,-136.76
6,2,92,0,2,5.92
6,3,108,0,2,-167.27
6,4,97,0,1,-87.38
6,5,120,0,3,-19.66
6,6,85,1,0,-122.35
6,7,103,1,0,37.71
6,8,110,0,2,-92.77
6,9,112,1,1,125.66
6,10,116,1,2,-20.53
6,11,104,1,1,175.69
6,12,119,1,3,31.32
6,13,90,0,0,92.58
6,14,87,0,2,-133.52
6,15,81,1,3,-150.37
6,16,94,0,1,89.55
6,17,99,1,1,-118.3
6,18,110,1,2,35.71
6,19,109,1,3,151.33
6,20,87,1,3,66.69
6,21,117,1,3,-14.41
6,22,113,1,0,13.17
6,23,114,1,2,-50.44
6,24,94,0,2,-16.89
6,25,101,0,2,120.94
6,26,102,0,3,114.8
6,27,106,1,2,-54.62
6,28,101,1,2,-167.74
6,29,114,1,3,5.9
6,30,86,1,1,-126.13
6,31,88,1,3,-5.48
6,32,100,0,2,49.15
6,33,106,0,1,59.49
6,34,93,1,0,37.19
6,35,101,0,2,-275.21
6,36,98,0,3,-32.63
6,37,94,0,3,-155.35
6,38,119,0,0,67.71
6,39,97,0,1,139.95
6,40,104,0,2,-31.07
6,41,95,0,1,-0.05
6,42,105,1,2,58.97
6,43,108,1,2,-60.78
6,44,96,1,2,-68.9
6,45,100,0,0,-192.91
6,46,103,0,0,39.99
6,47,104,0,0,-111.16
6,48,101,0,1,70.56
6,49,96,0,2,47.03
6,50,112,0,3,120.28
6,51,107,1,3,-13.54
6,52,92,1,3,54.49
6,53,100,0,1,-74.56
6,54,90,1,0,-149.25
6,55,96,1,0,141.29
6,56,88,1,1,-76.44
6,57,107,0,2,88.72
6,58,96,1,2,43.42
6,59,120,1,1,-61.15
6,60,104,0,1,152.31
6,61,106,1,0,22.81
6,62,93,1,3,90.73
6,63,98,1,3,90.05
6,64,92,1,0,-18.45
6,65,97,1,2,-32.83
6,66,112,0,2,40.68
6,67,97,0,2,111.88
6,68,113,0,2,-111.74
6,69,79,0,1,-87.12
6,70,98,1,2,-33.48
6,71,97,0,0,-61.09
6,72,103,0,3,-110.67
6,73,119,1,2,10.87
6,74,99,0,2,-9.63
6,75,88,1,0,-13.37
6,76,106,0,2,194.75
6,77,101,1,1,-36.41
6,78,80,1,3,153.07
6,79,92,0,1,-81.65
6,80,98,0,0,-12.22
6,81,90,0,0,136.35
6,82,99,0,2,87.28
6,83,97,1,0,-20.97
6,84,91,0,0,34.69
6,85,103,1,1,-161.17
6,86,111,0,2,-264.98
6,87,103,1,3,-119.8
6,88,98,0,1,3.39
6,89,80,1,0,8.79
6,90,113,1,2,-127.4
6,91,103,0,3,44.81
6,92,104,1,1,34.1
6,93,105,0,1,11.76
6,94,104,1,3,-56.29
6,95,103,0,0,-115.07
6,96,107,0,1,-75.32
6,97,85,1,0,87.92
6,98,111,1,3,54.63
6,99,115,0,3,17.46
6,100,113,1,1,-270.14
7,1,109,0,2,53.23
7,2,91,1,1,104.17
7,3,94,0,0,100.42
7,4,100,0,3,132.66
7,5,92,0,0,72.24
7,6,97,1,2,124.77
7,7,98,0,2,107.77
7,8,103,1,1,-194.59
7,9,104,0,1,-135.63
7,10,102,0,0,-200.64
7,11,102,1,0,-98.66
7,12,118,0,0,-123.44
7,13,99,1,0,-25.43
7,14,108,0,0,72.33
7,15,89,1,0,-31.58
7,16,100,0,0,42.27
7,17,111,1,1,206.84
7,18,86,1,0,-42.35
7,19,110,0,3,36.58
7,20,95,1,3,75.78
7,21,101,1,2,120.53
7,22,108,1,2,-6.14
7,23,92,1,3,57.65
7,24,85,0,1,112.78
7,25,94,1,2,66.25
7,26,106,1,2,-85.39
7,27,97,1,0,-66.29
7,28,111,1,0,-113.4
7,29,103,1,2,-122.84
7,30,104,0,1,-71.08
7,31,108,0,1,-6.92
7,32,95,0,1,93.4
7,33,95,0,2,-2.25
7,34,98,0,0,-86.87
7,35,95,1,2,-101.81
7,36,104,1,0,-130.79
7,37,100,1,3,-112.49
7,38,111,1,3,-88.24
7,39,94,1,0,-42.82
7,40,92,0,3,-18.63
7,41,106,1,0,-92.26
7,42,87,0,2,-93.65
7,43,107,0,3,96.94
7,44,116,0,2,-13.18
7,45,108,1,2,-111.6
7,46,107,0,2,31.6
7,47,106,0,3,379.7
7,48,93,0,0,51.7
7,49,125,1,3,-64.94
7,50,82,0,1,-103.44
7,51,91,1,1,-12.26
7,52,104,0,2,-6.54
7,53,108,1,2,-4.64
7,54,106,1,1,53.97
7,55,103,0,3,22.8
7,56,112,1,0,42.13
7,57,99,1,1,301.83
7,58,118,1,0,-11.58
7,59,96,0,0,138.88
7,60,99,0,1,-65.79
7,61,99,1,2,-162.53
7,62,96,1,3,27.11
7,63,94,1,0,-52.58
7,64,110,0,3,96.37
7,65,78,0,0,59.7
7,66,85,0,3,82.83
7,67,85,0,0,-137.31
7,68,104,1,3,-32.74
7,69,109,1,2,-65.03
7,70,111,0,0,61.9
7,71,97,0,3,155.51
7,72,83,1,0,-95.78
7,73,100,1,1,122.41
7,74,98,1,2,-120.36
7,75,121,0,3,109.43
7,76,109,0,0,-85.83
7,77,104,1,3,41.16
7,78,92,1,3,21.21
7,79,97,1,2,32.63
7,80,103,0,2,134.19
7,81,79,1,2,-38.57
7,82,92,1,0,-90.09
7,83,96,1,3,4.43
7,84,101,0,3,20.12
7,85,94,1,0,-76.34
7,86,109,0,2,9.73
7,87,101,0,1,-71.5
7,88,107,0,2,-207.8
7,89,97,0,0,-51.59
7,90,89,1,3,-109.42
7,91,106,1,2,14.5
7,92,93,1,0,-52.12
7,93,103,0,1,-98.21
7,94,109,0,0,-164.13
7,95,116,0,3,-94.8
7,96,100,0,1,-141.11
7,97,113,0,2,-37.95
7,98,105,1,1,-81.18
7,99,99,1,2,144.39
7,100,108,0,3,99.6
8,1,95,0,1,81
8,2,108,1,2,83.52
8,3,101,0,3,122.22
8,4,103,0,3,57.46
8,5,89,0,3,66.79
8,6,96,1,3,-176.21
8,7,101,1,0,-22.56
8,8,87,0,1,3.03
8,9,109,1,0,-9.89
8,10,112,1,3,-45.67
8,11,81,1,3,-5.44
8,12,102,1,1,-154.06
8,13,89,0,0,3.55
8,14,90,0,3,-49
8,15,86,1,0,-43.03
8,16,107,0,0,-64.29
8,17,90,0,3,-62.55
8,18,105,0,2,-110.64
8,19,93,0,1,33.51
8,20,110,0,0,-135.62
8,21,97,1,1,36.64
8,22,92,0,0,-92.52
8,23,97,0,2,136.05
8,24,127,1,3,-43.17
8,25,110,0,0,105.75
8,26,99,1,2,-59.8
8,27,106,0,0,64.98
8,28,103,1,2,-66.32
8,29,103,1,3,182.4
8,30,88,1,3,-19.61
8,31,102,1,2,-22.72
8,32,96,0,2,15.25
8,33,123,0,1,193.51
8,34,95,1,1,156.48
8,35,102,0,3,-69.47
8,36,97,0,0,102.83
8,37,100,0,2,-166.77
8,38,111,1,0,196.55
8,39,94,1,1,19.85
8,40,89,1,1,8.46
8,41,102,0,3,-58.88
8,42,97,1,3,26.07
8,43,94,0,1,182.07
8,44,88,1,3,-29.46
8,45,93,0,2,-131.56
8,46,99,0,2,-149.64
8,47,94,1,3,-11.67
8,48,90,1,3,-34.94
8,49,108,0,3,99.4
8,50,93,1,3,48.88
8,51,97,1,3,219.9
8,52,98,0,0,-0.64
8,53,92,1,3,-124.96
8,54,103,1,2,-94.11
8,55,115,0,2,-149.15
8,56,100,0,3,53.66
8,57,104,1,2,-78.91
8,58,111,0,0,62.91
8,59,109,0,1,51.37
8,60,92,0,2,11.01
8,61,125,1,0,-278.25
8,62,93,1,2,115.95
8,63,87,0,2,15.69
8,64,95,0,0,-55.24
8,65,105,0,3,38.11
8,66,109,1,1,-56.4
8,67,87,0,0,119.49
8,68,87,1,0,15.83
8,69,85,1,1,-285.27
8,70,91,0,3,-181.72
8,71,99,0,0,20.7
8,72,103,1,2,-190.04
8,73,117,1,3,26.69
8,74,107,0,3,167.34
8,75,110,0,3,123.97
8,76,117,0,1,37.64
8,77,89,0,2,8
8,78,111,1,1,-32.83
8,79,101,1,1,-41.45
8,80,119,0,2,-99.17
8,81,99,1,2,-28.15
8,82,102,1,0,170.89
8,83,93,0,2,-23.08
8,84,106,0,3,-163.36
8,85,103,0,1,-140.25
8,86,117,0,0,-44.18
8,87,108,0,1,-84.88
8,88,115,1,0,-2.34
8,89,88,1,2,-156.55
8,90,101,0,1,-48.45
8,91,114,0,2,152.34
8,92,113,0,2,-126.13
8,93,93,0,1,113.75
8,94,98,0,0,-14.71
8,95,91,1,0,78.91
8,96,74,0,0,26.51
8,97,101,0,1,-123.39
8,98,103,0,0,129.99
8,99,100,0,1,111.88
8,100,115,0,1,82.22
9,1,98,1,0,-52.53
9,2,89,1,3,-79.63
9,3,112,0,0,-52.14
9,4,96,0,1,164.62
9,5,91,1,0,45.85
9,6,86,1,3,-96.02
9,7,104,0,0,-16.01
9,8,106,1,3,-11.84
9,9,86,0,2,-184.58
9,10,116,0,2,-58.62
9,11,93,0,0,221.44
9,12,110,0,0,-82.32
9,13,109,0,1,-170.83
9,14,99,0,1,-62.68
9,15,102,0,2,130.39
9,16,81,1,2,21.15
9,17,137,0,1,-51.32
9,18,84,0,0,-36.81
9,19,97,0,1,-138.06
9,20,110,1,3,52.48
9,21,99,1,3,11.51
9,22,94,0,1,-26.16
9,23,92,0,3,9.3
9,24,86,1,2,77.66
9,25,106,1,3,-264.61
9,26,107,0,2,20.64
9,27,103,0,2,170.08
9,28,106,0,0,56.52
9,29,118,0,0,89.25
9,30,88,1,0,-75.87
9,31,105,1,3,-29.97
9,32,111,0,1,159.8
9,33,92,0,3,88.64
9,34,104,0,1,-113.5
9,35,107,1,3,-188.69
9,36,98,1,1,-85.04
9,37,97,0,2,-56.65
9,38,105,1,2,14.02
9,39,94,0,0,-84.87
9,40,81,0,3,85.3
9,41,104,1,2,-8.35
9,42,83,1,0,39.76
9,43,110,0,0,-157.19
9,44,90,0,3,31.27
9,45,104,1,3,117.94
9,46,100,1,2,0.55
9,47,106,1,0,20.49
9,48,102,0,0,19.14
9,49,104,0,3,141.81
9,50,119,1,0,92.73
9,51,114,1,2,-289.6
9,52,110,0,2,-11.56
9,53,92,1,3,-157.26
9,54,90,0,0,-142.62
9,55,119,1,1,41.62
9,56,89,1,1,-107.36
9,57,98,0,3,31.79
9,58,101,0,1,-100.14
9,59,105,0,1,10.14
9,60,84,1,1,-75.91
9,61,109,0,0,-76.81
9,62,87,0,1,164
